Mod:Item:MetaData, Localized Name
AM:bootssasuke2, Sasuke Young Sandals
AM:helmettobirama, Tobirama Collar
AM:chestplatetobirama, Tobirama Jacket
AM:legstobirama, Tobirama Pants
AM:bootstobirama, Tobirama Sandals
AM:helmetsasukethelast3, item.helmetsasukethelast3.name
AM:chestplatesasukethelast3, item.chestplatesasukethelast3.name
AM:legssasukethelast3, item.legssasukethelast3.name
AM:bootssasukethelast3, item.bootssasukethelast3.name
AM:helmetchoji, Anbu Mask
AM:chestplatechoji, Choji Jacket
AM:legschoji, Choji Pants
AM:bootschoji, Choji Sandals
AM:helmettsuchikage, Muu Bandages Face
AM:chestplatetsuchikage, Muu Bandages Body
AM:legstsuchikage, Muu Bandages Legs
AM:bootstsuchikage, Muu Bandages Feet
AM:helmetYaguro, Anbu Mask
AM:chestplateYaguro, Yaguro Jacket
AM:legsYaguro, Yaguro Pants
AM:bootsYaguro, Yaguro Sandals
AM:helmetYugito, Anbu Mask
AM:chestplateYugito, Yugito Jacket
AM:legsYugito, Yugito Pants
AM:bootsYugito, Yugito Sandals
AM:helmetsakura2, Anbu Mask
AM:chestplatesakura2, Sakura Jacket
AM:legssakura2, Sakura Pants
AM:bootssakura2, Sakura Sandals
AM:helmetsarada, Sarada Glasses
AM:chestplatesarada, Sarada Jacket
AM:legssarada, Sarada Pants
AM:bootssarada, Sarada Sandals
AM:helmetsasukertr, Sasuke Road To Ninja Collar
AM:chestplatesasukertr, Sasuke Road To Ninja Jacket
AM:legssasukertr, Sasuke Road To Ninja Pants
AM:bootssasukertr, Sasuke Road To Ninja Sandals
AM:helmetsasukethelast, Sasuke The Last Headband
AM:chestplatesasukethelast, Sasuke The Last Jacket
AM:legssasukethelast, Sasuke The Last Pants
AM:bootssasukethelast, Sasuke The Last Sandals
AM:helmetshikamaruyoung, Anbu Mask
AM:chestplateshikamaruyoung, Shikamaru Young Jacket
AM:legsshikamaruyoung, Shikamaru Young Pants
AM:bootsshikamaruyoung, Shikamaru Young Sandals
AM:helmetnarutothelast, Naruto The Last Headband
AM:chestplatenarutothelast, Naruto The Last Jacket
AM:legsnarutothelast, Naruto The Last Pants
AM:bootsnarutothelast, Naruto The Last Sandals
AM:helmetcloud, Cloud Collar
AM:chestplatecloud, Cloud Flak Jacket
AM:legscloud, Cloud Pants
AM:bootscloud, Cloud Sandals
AM:helmetyamato, Headband Yamato
AM:chestplateyamato, Leaf Flak Jacket
AM:legsyamato, Leaf Pants
AM:bootsyamato, Leaf Sandals
AM:helmetRoshi, Roshi Headwear
AM:chestplateRoshi, Roshi Shirt
AM:legsRoshi, Roshi Pants
AM:bootsRoshi, Roshi Sandals
AM:helmetHan2, Han Headwear
AM:chestplateHan2, Han Jacket
AM:legsHan2, Han Pants
AM:bootsHan2, Han Sandals
AM:helmethinatathelast, Empty Headwear
AM:chestplatehinatathelast, Hinata The Last Shirt
AM:legshinatathelast, Hinata The Last Pants
AM:bootshinatathelast, Hinata The Last Sandals
AM:helmetdeidara, Headband
AM:chestplatedeidara, Deidara Shirt
AM:legsdeidara, Deidara Pants
AM:bootsdeidara, Deidara Sandals
AM:helmetino, Anbu Mask
AM:chestplateino, Ino Shirt
AM:legsino, Ino Pants
AM:bootsino, Ino Sandals
AM:helmetHaku, Anbu Mask
AM:chestplateHaku, Haku Robe
AM:legsHaku, Haku Pants
AM:bootsHaku, Haku Sandals
AM:helmetKillerB, Killer B Headgear
AM:chestplateKillerB, Killer B Shirt
AM:legsKillerB, Killer B Pants
AM:bootsKillerB, Killer B Sandals
AM:helmetmenma, Menma Collar
AM:chestplatemenma, Menma Jacket
AM:legsmenma, Menma Pants
AM:bootsmenma, Menma Sandals
AM:helmetminatogenin, Anbu Mask
AM:chestplateminatogenin, Minato Genin Jacket
AM:legsminatogenin, Minato Genin Pants
AM:bootsminatogenin, Minato Genin Sandals
AM:helmetNaruto, Anbu Mask
AM:chestplateNaruto, Naruto Jacket
AM:legsNaruto, Naruto Pants
AM:bootsNaruto, Naruto Sandals
AM:helmetrin, Empty Headgear
AM:chestplaterin, Rin Jacket
AM:legsrin, Rin Pants
AM:bootsrin, Rin Sandals
AM:helmetmadarayoung, Young Madara Collar
AM:chestplatemadarayoung, Young Madara Robe
AM:legsmadarayoung, Young Madara Pants
AM:bootsmadarayoung, Young Madara Sandals
AM:SharinganCoercion, Sharingan: Coercion
AM:SharinganGenjutsuCrows, Sharingan: Crows Genjutsu
AM:ExplosiveClayBirds, Explosion Release: C1-Clay Birds
AM:NaraClanShadowImitationTechnique, Hiden Jutsu: Shadow Imitation Technique
AM:NaraClanBlackSpiderLily, Hiden Jutsu: Black Spider Lily
AM:ExplosionReleaseC3, Explosion Release: C3
AM:ExplosionReleaseExplodingPalm, Explosion Release: Exploding Palm
AM:ExplosionReleaseLandmineFist, Explosion Release: Landmine Fist
AM:SteelReleaseSteelProjectile, Steel Release: Steel Projectile
AM:SteelReleaseAssimilationShrapnel, Steel Release: Assimilation Shrapnel
AM:SteelReleaseSteelShield, Steel Release: Steel Shield Technique
AM:ItemCrystalBlade, Crystal Release: Jade Crystal Blade
AM:CrystalReleaseCrystalNeedles, Crystal Release: Crystal Needles
AM:CrystalReleaseCrystalArmor, Crystal Release: Crystal Armor
AM:CrystalDragonItem, Crystal Release: Tearing Crystal Falling Dragon
AM:ChakraRestoreItem4, Chakra Scroll Strong
AM:CrystalReleaseCrimsonFruit, Crystal Release: Crimson Fruit
AM:DQuest, D-Rank Mission
AM:GeninExam, Genin Exam Paper
AM:CQuest, C-Rank Mission
AM:HeavenScroll, Heaven Scroll
AM:EarthScroll, Earth Scroll
AM:ChuninExams, Chunin Exams
AM:ChuninExamWinningEmblem, Chunin Exam Winning Emblem
AM:helmetTest2, item.helmetTest2.name
AM:chestplateTest2, item.chestplateTest2.name
AM:legsTest2, item.legsTest2.name
AM:bootsTest2, item.bootsTest2.name
AM:SummonManda, Summoning: Manda
AM:SummonAoda, Summoning: Aoda
AM:SummonKatsuyu, Summoning: Katsuyu
AM:ExplosionReleaseC2, Explosion Release: C2
AM:SummonGamabunta, Summoning: Gamabunta
AM:ToadOilBullet, Toad Oil Bullet Technique
AM:WaterGunshotItem, Water Release: Water Gunshot
AM:SummonGamakichi, Summoning: Gamakichi
AM:SkillLearnerFireRelease, Skill Learner Fire Release
AM:SkillLearnerLightningRelease, Skill Learner Lightning Release
AM:SkillLearnerEarthRelease, Skill Learner Earth Release
AM:SkillLearnerWaterRelease, Skill Learner Water Release
AM:SkillLearnerWindRelease, Skill Learner Wind Release
AM:SkillLearnerWoodRelease, Skill Learner Wood Release
AM:SkillLearnerLavaRelease, Skill Learner Lava Release
AM:SkillLearnerScorchRelease, Skill Learner Scorch Release
AM:SkillLearnerBoilRelease, Skill Learner Boil Release
AM:SkillLearnerMagnetRelease, Skill Learner Magnet Release
AM:SkillLearnerSteelRelease, Skill Learner Steel Release
AM:SkillLearnerStormRelease, Skill Learner Storm Release
AM:SkillLearnerCrystalRelease, Skill Learner Crystal Release
AM:SkillLearnerIceRelease, Skill Learner Ice Release
AM:SkillLearnerExplosionRelease, Skill Learner Explosion Release
AM:SkillLearnerSharingan, Skill Learner Sharingan
AM:ByakuganGentleFist, Byakugan: Gentle Fist
AM:ByakuganEightTrigramsVacuumPalm, Byakugan: Eight Trigrams-Vacuum Palm
AM:SuperExplosionItem, Genjutsu: Clone Explosion
AM:EyeMedicinePlantSeeds, Eye Plant Seeds
AM:EyeMedicine, Eye Plant
AM:SkillLearnerMangekyouKagutsuchi, Skill Learner Mangekyou Sharingan: Kagutsuchi
AM:CompanionMedal, Companion Medal
AM:MistServantTechnique, Genjutsu: Mist Servant Technique
AM:SuperCloneExplosion, Genjutsu: Super Clone Explosion
AM:GenjutsuBindClone, Genjutsu: Bind Clone
AM:SharinganShacklingStakesTechnique, Sharingan: Shackling Stakes
AM:SharinganNegativeConfusion, Sharingan: Negative Confusion
AM:AQuestTransferDocuments, A-Rank Mission: Transfer Documents
AM:CQuestEscort, B-Rank Escort Mission
AM:Episode1, Storymode
AM:BQuestTransferDocuments, B-Rank Mission: Transfer Documents
AM:DQuestBabysitting, D-Rank Mission: Baby Sitting
AM:AQuestAssassination, A-Rank Mission: Assassination
AM:BQuestStealDocuments, B-Rank Mission: Steal Documents
AM:DynamicEntry, Taijutsu: Dynamic Entry
AM:LeafWhirlwind, Taijutsu: Leaf Whirlwind
AM:LeafHurricane, Taijutsu: Leaf Hurricane
AM:StrongFist, Taijutsu: Strong Fist
AM:EightGates, Taijutsu: Eight Gates
AM:OneThousandMetrePunch, Taijutsu: One Thousand Meter Punch
AM:LeafDragonGodItem, Taijutsu: Leaf Dragon God
AM:FrontLotus, Taijutsu: Front Lotus
AM:ReverseLotus, Taijutsu: Reverse Lotus
AM:NightPhoenix, Taijutsu: Night Phoenix
AM:DaytimeTiger, Taijutsu: Daytime Tiger
AM:EveningElephant, Taijutsu: Evening Elephant
AM:NightGuy, Taijutsu: Night Guy
AM:HeavenCutter, Kenjutsu: Heaven Cutter
AM:SummonNinken, Summoning: 8 Ninken
AM:MedicalDelicateIllnessExtractionTechnique, Delicate Illness Extraction Technique
AM:MedicalBodyPathwayDerangement, Body Pathway Derangement Technique
AM:MedicalChakraScalpel, Chakra Scalpel
AM:MedicalYinHealingWoundDestruction, Yin Healing Wound Destruction Technique
AM:MedicalCreationRebirth, Creation Rebirth Technique
AM:MedicalStrengthOfAHundredSeal, Strength Of A Hundred Seal
AM:MedicalNinjaArtCreationRebirthSOAHT, Ninja Art: Creation Rebirth-SOAHT
AM:CurseMandala, Curse Mandala
AM:KamuiTeleportDimensions, Kamui: Dimension Travel
AM:KuramaMind, Kurama-Style: Genjutsu mind-Reality
AM:YangReleaseDomeOfLight, Yang Release: Dome of Light
AM:YangReleaseSwordsOfLight, Yang Release: Swords of Light
AM:YangReleaseMultipleSwordsOfLight, Yang Release: Multiple Swords of Light
AM:YangReleaseFlashOfLight, Yang Release: Flash of Light
AM:YinReleaseDomeOfDarkness, Yin Release: Dome of Darkness
AM:YinReleaseSwordsOfDarkness, Yin Release: Swords of Darkness
AM:YinReleaseMultipleSwordsOfDarkness, Yin Release: Multiple Swords of Darkness
AM:YinReleaseFlashOfDarkness, Yin Release: Flash of Darkness
AM:DustReleaseDetachmentWorld, Dust Release: Detachment of the Primitive World
AM:SharinganIzanami, Sharingan: Izanami
AM:RinneganAmenotejikara, Rinnegan: Amenotejikara
AM:InuzukaSpawnAkamaru, Inuzuka Dog Companion Control
AM:InuzukaSpawnKuromaru, Inuzuka Dog Companion Control
AM:SkillLearnerYinRelease, Skill Learner Yin Release
AM:SkillLearnerYangRelease, Skill Learner Yang Release
AM:SkillLearnerByakugan, Skill Learner Byakugan
AM:SkillLearnerKurama, Skill Learner Kurama Clan
AM:SkillLearnerYamanaka, Skill Learner Yamanaka Clan
AM:SkillLearnerUzumaki, Skill Learner Uzumaki Clan
AM:SkillLearnerShikotsumyaku, Skill Learner Kaguya Clan
AM:SkillLearnerSarutobi, Skill Learner Sarutobi Clan
AM:SkillLearnerNara, Skill Learner Nara Clan
AM:SkillLearnerInuzuka, Skill Learner Inuzuka Clan
AM:SkillLearnerIburi, Skill Learner Iburi
AM:SkillLearnerDustRelease, Skill Learner Dust Release
AM:SkillLearnerCurseMark, Skill Learner Curse Mark
AM:SkillLearnerAkimichi, Skill Learner Akimichi Clan
AM:SkillLearnerAburame, Skill Learner Aburame Clan
AM:YamanakaMindBody, Yamanaka: Mind Body Transfer Jutsu
AM:YamanakaCurse, Yamanaka: Mind Body Curse Puppet Jutsu
AM:Ramen, Ichiraku's Ramen
AM:PakunRamen, Pakkun's Special 1500 Subscribers Ramen
AM:AQuestEscort, A-Rank Escort Mission
AM:SQuestEscort, S-Rank Escort Mission
AM:BeatZabuza, Defeated Zabuza
AM:AQuestStealDocuments, A-Rank Steal Documents Mission
AM:SQuestStealDocuments, S-Rank Steal Documents Mission
AM:IchaIcha, Icha Icha
AM:SkillLearnerShukaku, Skill Learner Shukaku
AM:SkillLearnerMatatabiFireRelease, Skill Learner Matatabi Fire Release
AM:SkillLearnerMatatabi, Skill Learner Matatabi
AM:SkillLearnerIsobu, Skill Learner Isobu
AM:SkillLearnerSonGoku, Skill Learner Son Goku
AM:SkillLearnerKokuo, Skill Learner Kokuo
AM:SkillLearnerSaiken, Skill Learner Saiken
AM:SkillLearnerChomei, Skill Learner Chomei
AM:SkillLearnerGyuki, Skill Learner Gyuki
AM:SkillLearnerKurama9, Skill Learner Kurama
AM:ChinoikeGenjutsu, Ketsuryugan: Genjutsu Exploding Human Technique
AM:SkillLearnerKetsuryugan, Skill Learner Ketsuryugan
AM:LightningReleaseStaticForce, Lightning Release: Static Force
AM:LightningReleaseLariat, Lightning Release: Lariat
AM:SpawnShopKeeper, Spawn Shopkeeper
AM:SpawnQuestGiver, Spawn Quest Giver
AM:SpawnGenin, Spawn Genin
AM:SkilllearnerTaijutsu, Skill Learner Taijutsu
AM:SkilllearnerKenjutsu, Skill Learner Kenjutsu
AM:SkilllearnerMedical, Skill Learner Medical Jutsu
AM:KetsuryuganGenjutsu, Ketsuryugan: Genjutsu Mind Destruction
AM:KetsuryuganGenjutsu2, Ketsuryugan: Genjutsu
AM:SpawnMizukage, Spawn Mizukage
AM:SpawnGeninBoss, Spawn Genin Boss
AM:SealedSageScroll, Sealed Sage Scroll
AM:KetsuryuganExpodingBloodTouch, Ketsuryugan: Exploding Blood Touch
AM:InuzukaBeastHumanClone, Inuzuka: Beast Human Clone
AM:InuzukaPassingFangOverFang, Inuzuka Style: Passing Fang over Fang
AM:ChakraSeal, Fuinjutsu: Chakra Seal
AM:PuppetControl1, Puppet Control
AM:SageInsect, Sage Insect
AM:SageInsectSoup, Sage Soup
AM:BijuuLocation, Tailed Beast Chart
AM:WaterReleaseExplodingWaterCollidingWave, Exploding Water Colliding Wave
AM:helmetSnop, item.helmetSnop.name
AM:chestplateSnop, item.chestplateSnop.name
AM:legsSnop, item.legsSnop.name
AM:bootsSnop, item.bootsSnop.name
AM:helmetEmpty, item.helmetEmpty.name
AM:chestplateEmpty, item.chestplateEmpty.name
AM:legsEmpty, item.legsEmpty.name
AM:bootsEmpty, item.bootsEmpty.name
AM:SpawnPain, Spawn Pain
AM:DeathPossession, Death Controlling Possessed Blood
AM:UchihaLetter, Mysterious Sealed Letter
AM:UchihaLetter2, Letter from Brother
AM:DefeatManda, Proof of defeating Manda
AM:DefeatGamakichi, Proof of defeating Gamakichi
AM:DefeatKatsuyu, Proof of defeating Katsuyu
AM:DefeatUchihaBrother, Brother's Sharingan
AM:TailedBeastContinuousJutsuItem, Tailed Beast Continuous Bombs
AM:extra, item.extra.name
AM:UzumakiHealBite, Uzumaki Heal Bite
AM:SarutobiAsh, Sarutobi Ash Pile Burning
AM:NaraNeckBind, Shadow-Neck Binding Technique
AM:BodyReplacementTechnique, item.BodyReplacementTechnique.name
AM:HiddenShadowSnakeHands, item.HiddenShadowSnakeHands.name
AM:BindingSnakeGlare, item.BindingSnakeGlare.name
AM:TwinSnakesMutualDeathTechnique, item.TwinSnakesMutualDeathTechnique.name
AM:DefeatShukaku, item.DefeatShukaku.name
AM:DefeatMatatabi, item.DefeatMatatabi.name
AM:DefeatIsobu, item.DefeatIsobu.name
AM:DefeatSonGoku, item.DefeatSonGoku.name
AM:DefeatKokuo, item.DefeatKokuo.name
AM:DefeatSaiken, item.DefeatSaiken.name
AM:DefeatChomei, item.DefeatChomei.name
AM:DefeatGyuki, item.DefeatGyuki.name
AM:DefeatKurama, item.DefeatKurama.name
AM:DefeatJuubi, item.DefeatJuubi.name
AM:SkillLearnerSnakes, item.SkillLearnerSnakes.name
AM:SkillLearnerShirogane, item.SkillLearnerShirogane.name
AM:FuhmaShurikenRedeemToken, item.FuhmaShurikenRedeemToken.name
AM:SubsPresent1500, 1500 Subscribers Thank you Present
AM:AburameKikaichuSummon, Aburame Clan: Kikaichu Summon
AM:AburameInsectBog, Aburame Clan: Insect Bog
AM:AburameInsectClone, Aburame Clan: Insect Clone
AM:SubsPresent5000, 5000 Subscribers Thank you Present
AM:BrooklynrageRamen, BrooklynRage's Special 5000 Subscribers Ramen
AM:Easter2018CrackedEasterEggRed, Red Cracked Easter Egg
AM:Easter2018EasterEggRed, Red Easter Egg
AM:Easter2018CrackedEasterEggYellow, Yellow Cracked Easter Egg
AM:Easter2018EasterEggYellow, Yellow Easter Egg
AM:Easter2018CrackedEasterEggOrange, Orange Cracked Easter Egg
AM:Easter2018EasterEggOrange, Orange Easter Egg
AM:Easter2018CrackedEasterEggBlue, Blue Cracked Easter Egg
AM:Easter2018EasterEggBlue, Blue Easter Egg
AM:Easter2018CrackedEasterEggPurple, Purple Cracked Easter Egg
AM:Easter2018EasterEggPurple, Purple Easter Egg
AM:Easter2018CrackedEasterEggGreen, Green Cracked Easter Egg
AM:Easter2018EasterEggGreen, Green Easter Egg
AM:Easter2018Kinjutsu, Kinjutsu: Pandora's Egg
AM:Easter2018Taijutsu, Taijutsu: TamaGO!
AM:Easter2018Genjutsu, Genjutsu: Eggsorcism
AM:Easter2018Ninjutsu, Ninjutsu: Unoeuf
AM:helmetEaster, Hidden Egg Helmet
AM:Easter2018EasterEgg, Chocolate Easter Egg
AM:Easter2018EasterToken, Easter Token
AM:Easter2018Summon, Summon: Kurousagi
AM:UzumakiReaperDeathSeal, Uzumaki: Fuinjutsu: Reaper Death Seal
AM:UzumakiAdamantineChains, Uzumaki: Adamantine Sealing Chains
AM:ChakraThreads, item.ChakraThreads.name
AM:TsuchigumoCharacterBind, item.TsuchigumoCharacterBind.name
AM:TsuchigumoFury, item.TsuchigumoFury.name
AM:TsuchigumoForbiddenLife, item.TsuchigumoForbiddenLife.name
AM:SkillLearnerTsuchigumo, item.SkillLearnerTsuchigumo.name
stardust:cursemarkrandomizer:0, Curse Mark Randomizer
stardust:cursemarkrandomizer:1, Curse Mark Token (Sasuke)
stardust:cursemarkrandomizer:2, Curse Mark Token (Kimimaro)
stardust:cursemarkrandomizer:3, Curse Mark Token (Kidomaru)
stardust:cursemarkrandomizer:4, Curse Mark Token (Tayuya)
stardust:cursemarkrandomizer:5, Curse Mark Token (Jirobo)
stardust:cursemarkrandomizer:6, Curse Mark Token (Sakon & Ukon)
stardust:sharinganrandomizer:0, Mangekyou Sharingan Randomizer
stardust:sharinganrandomizer:1, Mangekyou Sharingan Token (Baru)
stardust:sharinganrandomizer:2, Mangekyou Sharingan Token (Candrom)
stardust:sharinganrandomizer:3, Mangekyou Sharingan Token (Charlie)
stardust:sharinganrandomizer:4, Mangekyou Sharingan Token (CoralSensei)
stardust:sharinganrandomizer:5, Mangekyou Sharingan Token (Dragozai)
stardust:sharinganrandomizer:6, Mangekyou Sharingan Token (Fujimoto)
stardust:sharinganrandomizer:7, Mangekyou Sharingan Token (Grimbite)
stardust:sharinganrandomizer:8, Mangekyou Sharingan Token (ha1den)
stardust:sharinganrandomizer:9, Mangekyou Sharingan Token (Itachi)
stardust:sharinganrandomizer:10, mangekyouindra.name
stardust:sharinganrandomizer:11, Mangekyou Sharingan Token (Izuna)
stardust:sharinganrandomizer:12, Mangekyou Sharingan Token (janglol)
stardust:sharinganrandomizer:13, Mangekyou Sharingan Token (JORDAN)
stardust:sharinganrandomizer:14, Mangekyou Sharingan Token (L0rdMadaraUchiha)
stardust:sharinganrandomizer:15, Mangekyou Sharingan Token (Madara)
stardust:sharinganrandomizer:16, Mangekyou Sharingan Token (McNASTY)
stardust:sharinganrandomizer:17, Mangekyou Sharingan Token (Mentroz)
stardust:sharinganrandomizer:18, Mangekyou Sharingan Token (Naka)
stardust:sharinganrandomizer:19, Mangekyou Sharingan Token (Naori)
stardust:sharinganrandomizer:20, Mangekyou Sharingan Token (Obito)
stardust:sharinganrandomizer:21, Mangekyou Sharingan Token (Rai)
stardust:sharinganrandomizer:22, Mangekyou Sharingan Token (Sasuke)
stardust:sharinganrandomizer:23, Mangekyou Sharingan Token (Shin)
stardust:sharinganrandomizer:24, Mangekyou Sharingan Token (Shisui)
stardust:sharinganrandomizer:25, Mangekyou Sharingan Token (Tomtomcaty)
stardust:sharinganrandomizer:26, Mangekyou Sharingan Token (Yunus)
stardust:sagerandomizer:0, Sage Mode Randomizer
stardust:sagerandomizer:1, Sage Mode Token (Toad)
stardust:sagerandomizer:2, Sage Mode Token (Snake)
stardust:sagerandomizer:3, Sage Mode Token (Slug)
stardust:sagerandomizer:4, Karma Seal Token
stardust:clanrandomizer:0, Clan Randomizer
stardust:clanrandomizer:1, Clan Token (Uchiha)
stardust:clanrandomizer:2, Clan Token (Uzumaki)
stardust:clanrandomizer:3, Clan Token (Aburame)
stardust:clanrandomizer:4, Clan Token (Hatake)
stardust:clanrandomizer:5, Clan Token (Hozuki)
stardust:clanrandomizer:6, Clan Token (Hyuuga)
stardust:clanrandomizer:7, Clan Token (Iburi)
stardust:clanrandomizer:8, Clan Token (Inuzuka)
stardust:clanrandomizer:9, Clan Token (Juugo)
stardust:clanrandomizer:10, Clan Token (Kaguya)
stardust:clanrandomizer:11, Clan Token (Kurama)
stardust:clanrandomizer:12, Clan Token (Tsuchigumo)
stardust:clanrandomizer:13, Clan Token (Nara)
stardust:clanrandomizer:14, Clan Token (Otsutsuki)
stardust:clanrandomizer:15, Clan Token (Hagoromo)
stardust:clanrandomizer:16, Clan Token (Sarutobi)
stardust:clanrandomizer:17, Clan Token (Fuuma)
stardust:clanrandomizer:18, Clan Token (Senju)
stardust:clanrandomizer:19, Clan Token (Yuki)
stardust:clanrandomizer:20, Clan Token (Yamanaka)
stardust:clanrandomizer:21, Clan Token (Lee)
stardust:clanrandomizer:22, Clan Token (Chinoike)
stardust:affrandomizer:0, Affiliation Randomizer
stardust:affrandomizer:1, Affiliation Token (Amegakure)
stardust:affrandomizer:2, Affiliation Token (Getsugakure)
stardust:affrandomizer:3, Affiliation Token (Hoshigakure)
stardust:affrandomizer:4, Affiliation Token (Ishigakure)
stardust:affrandomizer:5, Affiliation Token (Iwagakure)
stardust:affrandomizer:6, Affiliation Token (Jomae)
stardust:affrandomizer:7, Affiliation Token (Kirigakure)
stardust:affrandomizer:8, Affiliation Token (Konohagakure)
stardust:affrandomizer:9, Affiliation Token (Kumogakure)
stardust:affrandomizer:10, Affiliation Token (Kusagakure)
stardust:affrandomizer:11, Affiliation Token (Nadeshiko)
stardust:affrandomizer:12, Affiliation Token (Otogakure)
stardust:affrandomizer:13, Affiliation Token (Ryuuchi Cave)
stardust:affrandomizer:14, Affiliation Token (Shimogakure)
stardust:affrandomizer:15, Affiliation Token (Sunagakure)
stardust:affrandomizer:16, Affiliation Token (Takigakure)
stardust:affrandomizer:17, Affiliation Token (Takumi)
stardust:affrandomizer:18, Affiliation Token (Tanigakure)
stardust:affrandomizer:19, Affiliation Token (Mount Myouboku)
stardust:affrandomizer:20, Affiliation Token (Yugagakure)
stardust:affrandomizer:21, Affiliation Token (Yukigakure)
stardust:affrandomizer:22, Affiliation Token (Yumegakure)
stardust:affrandomizer:23, Affiliation Token (Shikotsu Forest)
stardust:landrandomizer:0, Land Randomizer
stardust:landrandomizer:1, Land Token (Earth)
stardust:landrandomizer:2, Land Token (Fire)
stardust:landrandomizer:3, Land Token (Iron)
stardust:landrandomizer:4, Land Token (Lightning)
stardust:landrandomizer:5, Land Token (Sky)
stardust:landrandomizer:6, Land Token (Snow)
stardust:landrandomizer:7, Land Token (Sound)
stardust:landrandomizer:8, Land Token (Water)
stardust:landrandomizer:9, Land Token (Wind)
stardust:releaserandomizer:0, Release Randomizer
stardust:releaserandomizer:1, Release Token (Wind)
stardust:releaserandomizer:2, Release Token (Water)
stardust:releaserandomizer:3, Release Token (Fire)
stardust:releaserandomizer:4, Release Token (Lightning)
stardust:releaserandomizer:5, Release Token (Earth)
stardust:kgrandomizer:0, Kekkei Genkai Randomizer
stardust:kgrandomizer:1, Kekkei Genkai Token (Wood)
stardust:kgrandomizer:2, Kekkei Genkai Token (Ice)
stardust:kgrandomizer:3, Kekkei Genkai Token (Magnet)
stardust:kgrandomizer:4, Kekkei Genkai Token (Storm)
stardust:kgrandomizer:5, Kekkei Genkai Token (Lava)
stardust:kgrandomizer:6, Kekkei Genkai Token (Scorch)
stardust:tbrandomizer:0, Tailed Beast Randomizer
stardust:tbrandomizer:1, Tailed Beast Token (Shukaku)
stardust:tbrandomizer:2, Tailed Beast Token (Matatabi)
stardust:tbrandomizer:3, Tailed Beast Token (Isobu)
stardust:tbrandomizer:4, Tailed Beast Token (Son Goku)
stardust:tbrandomizer:5, Tailed Beast Token (Kokuo)
stardust:tbrandomizer:6, Tailed Beast Token (Saiken)
stardust:tbrandomizer:7, Tailed Beast Token (Chomei)
stardust:tbrandomizer:8, Tailed Beast Token (Gyuki)
stardust:tbrandomizer:9, Tailed Beast Token (Kurama)
ndm:TenseiganEyes, Tenseigan
ndm:RinniganEyes, Rinnigan
ndm:SrinniganEyes, Saukes Rinnigan
ndm:KyuubiEyes, Kyuubi Eyes
ndm:JoganEyes, Jogan
ndm:JpAdd100, item.JpAdd100.name
ndm:JpAdd10, item.JpAdd10.name
ndm:JpAdd1, item.JpAdd1.name
ndm:JpAdd50, item.JpAdd50.name
ndm:SpAdd100, item.SpAdd100.name
ndm:SpAdd10, item.SpAdd10.name
ndm:SpAdd1, item.SpAdd1.name
ndm:SpAdd50, item.SpAdd50.name
ndm:XpAdd100, item.XpAdd100.name
ndm:XpAdd10, item.XpAdd10.name
ndm:XpAdd1, item.XpAdd1.name
ndm:XpAdd50, item.XpAdd50.name
ColoredFlame:adaptiveIgnitorHardened, Hardened Adaptive Ignitor (WIP)
ColoredFlame:adaptiveIgnitorBlack, Ignitor (Black)
ColoredFlame:adaptiveIgnitorBlue, Ignitor (Blue)
ColoredFlame:adaptiveIgnitorBrown, Ignitor (Brown)
ColoredFlame:adaptiveIgnitorCyan, Ignitor (Cyan)
ColoredFlame:adaptiveIgnitorGray, Ignitor (Green)
ColoredFlame:adaptiveIgnitorGreen, Ignitor (Green)
ColoredFlame:adaptiveIgnitorLightBlue, Ignitor (LightBlue)
ColoredFlame:adaptiveIgnitorLightGray, Ignitor (LightGray)
ColoredFlame:adaptiveIgnitorLime, Ignitor (Lime)
ColoredFlame:adaptiveIgnitorMagenta, Ignitor (Magenta)
ColoredFlame:adaptiveIgnitorOrange, Ignitor (Orange)
ColoredFlame:adaptiveIgnitorPink, Ignitor (Pink)
ColoredFlame:adaptiveIgnitorPurple, Ignitor (Purple)
ColoredFlame:adaptiveIgnitorRed, Ignitor (Red)
ColoredFlame:adaptiveIgnitorWhite, Ignitor (White)
ColoredFlame:adaptiveIgnitorYellow, Ignitor (Yellow)
ThermalFoundation:lexicon, item.thermalfoundation.tome.name
ThermalFoundation:bucket:0, Destabilized Redstone Bucket
ThermalFoundation:bucket:1, Energized Glowstone Bucket
ThermalFoundation:bucket:2, Resonant Ender Bucket
ThermalFoundation:bucket:3, Blazing Pyrotheum Bucket
ThermalFoundation:bucket:4, Gelid Cryotheum Bucket
ThermalFoundation:bucket:7, Zephyrean Aerotheum Bucket
ThermalFoundation:bucket:8, Tectonic Petrotheum Bucket
ThermalFoundation:bucket:5, Primal Mana Bucket
ThermalFoundation:bucket:6, Liquifacted Coal Bucket
ThermalFoundation:material:2, Pulverized Coal
ThermalFoundation:material:3, Pulverized Charcoal
ThermalFoundation:material:4, Pulverized Obsidian
ThermalFoundation:material:16, Sulfur
ThermalFoundation:material:17, Niter
ThermalFoundation:material:20, Cinnabar
ThermalFoundation:material:0, Pulverized Iron
ThermalFoundation:material:1, Pulverized Gold
ThermalFoundation:material:32, Pulverized Copper
ThermalFoundation:material:33, Pulverized Tin
ThermalFoundation:material:34, Pulverized Silver
